inputName,outputName
Opuntia polyacantha var. hystricina,Opuntia polyacantha var. hystricina
Opuntia polyacantha var. polyacantha,Opuntia polyacantha var. polyacantha
Opuntia polyacantha var. trichophora,Opuntia polyacantha var. trichophora
Opuntia trichophora,Opuntia polyacantha var. trichophora
Oreobatus deliciosus,Rubus deliciosus
Oreobatus deliciosus ssp. neomexicanus,Rubus neomexicanus
Oreobroma nevadensis,Lewisia nevadensis
Oreobroma pygmaea,Lewisia pygmaea
Oreocarya aperta,Oreocarya aperta
Oreocarya bakeri,Oreocarya bakeri
Oreocarya breviflora,Oreocarya breviflora
Oreocarya caespitosa,Oreocarya caespitosa
Oreocarya cana,Oreocarya cana
Oreocarya celosioides,Oreocarya glomerata
Oreocarya elata,Oreocarya elata
Oreocarya flava,Oreocarya flava
Oreocarya flavoculata,Oreocarya flavoculata
Oreocarya fulvocanescens,Oreocarya nitida
Oreocarya humilis,Oreocarya humilis
Oreocarya humilis ssp. nana,Oreocarya humilis
Oreocarya longiflora,Oreocarya longiflora
Oreocarya mensana,Oreocarya mensana
Oreocarya nitida,Oreocarya nitida
Oreocarya osterhoutii,Oreocarya osterhoutii
Oreocarya paradoxa,Oreocarya paradoxa
Oreocarya pustulosa,Oreocarya pustulosa
Oreocarya revealii,Oreocarya revealii
Oreocarya rollinsii,Oreocarya rollinsii
Oreocarya sericea,Oreocarya sericea
Oreocarya stricta,Oreocarya stricta
Oreocarya suffruticosa,Oreocarya suffruticosa
Oreocarya thyrsiflora,Oreocarya thyrsiflora
Oreocarya virgata,Oreocarya virgata
Oreocarya weberi,Oreocarya weberi
Oreochrysum parryi,Oreochrysum parryi
Oreoxis alpina,Oreoxis alpina
Oreoxis bakeri,Oreoxis bakeri
Oreoxis humilis,Oreoxis humilis
Orobanche fasciculata,Aphyllon fasciculatum
Orobanche ludoviciana,Aphyllon ludovicianum
Orobanche multiflora,Aphyllon multiflorum
Orobanche riparia,Aphyllon riparium
Orobanche uniflora,Aphyllon purpureum
Orogenia linearifolia,Lomatium linearifolium
Orophaca aretioides,Astragalus aretioides
Orophaca hyalina,Astragalus hyalinus
Orophaca sericea,Astragalus sericoleucus
Orophaca tridactylica,Astragalus tridactylicus
Orophaca triphylla,Astragalus gilviflorus
Orthilia secunda,Orthilia secunda
Orthocarpus luteus,Orthocarpus luteus
Orthocarpus purpureoalbus,Orthocarpus purpureoalbus
Oryzopsis asperifolia,Oryzopsis asperifolia
Oryzopsis exigua,Piptatheropsis exigua
Oryzopsis pungens,Piptatheropsis pungens
Osmorhiza berteroi,Osmorhiza berteroi
Osmorhiza chilensis,Osmorhiza berteroi
Osmorhiza depauperata,Osmorhiza depauperata
Osmorhiza longistylis,Osmorhiza longistylis
Osmorhiza occidentalis,Osmorhiza occidentalis
Oxalis caerulea,Oxalis caerulea
Oxalis corniculata,Oxalis corniculata
Oxalis dillenii,Oxalis dillenii
Oxalis stricta,Oxalis stricta
Oxalis violacea,Oxalis caerulea
Oxybaphus albidus,Mirabilis hirsuta
Oxybaphus carletonii,Mirabilis glabra
Oxybaphus comatus,Mirabilis melanotricha
Oxybaphus glaber,Mirabilis glabra
Oxybaphus hirsutus,Mirabilis hirsuta
Oxybaphus linearis,Mirabilis linearis
Oxybaphus melanotrichus,Mirabilis melanotricha
Oxybaphus nyctagineus,Mirabilis nyctaginea
Oxybaphus rotundifolius,Mirabilis rotundifolia
Oxypolis fendleri,Oxypolis fendleri
Oxyria digyna,Oxyria digyna
Oxytenia acerosa,Euphrosyne acerosa
Oxytropis besseyi var. obnapiformis,Oxytropis besseyi var. obnapiformis
Oxytropis campestris,Oxytropis cusickii
Oxytropis campestris var. cusickii,Oxytropis cusickii
Oxytropis campestris var. spicata,Oxytropis monticola
Oxytropis cusickii,Oxytropis cusickii
Oxytropis deflexa,Oxytropis deflexa
Oxytropis deflexa ssp. deflexa,Oxytropis deflexa
Oxytropis deflexa var. deflexa,Oxytropis deflexa var. deflexa
Oxytropis deflexa var. sericea,Oxytropis deflexa var. sericea
Oxytropis lambertii,Oxytropis lambertii
Oxytropis monticola,Oxytropis monticola
Oxytropis multiceps,Oxytropis multiceps
Oxytropis parryi,Oxytropis parryi
Oxytropis podocarpa,Oxytropis podocarpa
Oxytropis sericea,Oxytropis sericea var. sericea
Oxytropis sericea var. sericea,Oxytropis sericea var. sericea
Oxytropis splendens,Oxytropis splendens
Oxytropis viscida,Oxytropis viscida
Packera cana,Packera cana
Packera crocata,Packera crocata
Packera debilis,Packera debilis
Packera dimorphophylla,Packera dimorphophylla
Packera fendleri,Packera fendleri
Packera mancosana,Packera mancosana
Packera multilobata,Packera multilobata
Packera neomexicana,Packera neomexicana var. mutabilis
Packera neomexicana var. mutabilis,Packera neomexicana var. mutabilis
Packera paupercula,Packera paupercula
Packera plattensis,Packera plattensis
Packera porteri,Packera porteri
Packera pseudaurea,Packera pseudaurea var. flavula
Packera pseudaurea ssp. flavula,Packera pseudaurea var. flavula
Packera pseudaurea var. flavula,Packera pseudaurea var. flavula
Packera streptanthifolia,Packera streptanthifolia
Packera tridenticulata,Packera thurberi 
Packera werneriifolia,Packera werneriifolia
Padus virginiana ssp. melanocarpa,Prunus virginiana var. melanocarpa
Palafoxia rosea,Palafoxia rosea
Palafoxia rosea var. macrolepis,Palafoxia rosea
Palafoxia sphacelata,Palafoxia sphacelata
Panicum capillare,Panicum capillare
Panicum dichotomiflorum,Panicum dichotomiflorum
Panicum dichotomiflorum var. dichotomiflorum,Panicum dichotomiflorum
Panicum hallii,Panicum hallii var. hallii
Panicum hallii var. hallii,Panicum hallii var. hallii
Panicum miliaceum,Panicum miliaceum
Panicum obtusum,Hopia obtusa
Panicum virgatum,Panicum virgatum
Papaver croceum,Papaver nudicaule ssp. americanum
Papaver dubium,Papaver dubium
Papaver kluanense,Papaver kluanensis
Papaver nudicaule ssp. americanum,Papaver nudicaule ssp. americanum
Papaver orientale,Papaver orientale
Papaver radicatum ssp. kluanense,Papaver kluanensis
Papaver rhoeas,Papaver rhoeas
Papaver somniferum,Papaver somniferum
Pappostipa speciosa,Pappostipa speciosa
Parietaria pensylvanica,Parietaria pensylvanica
Parnassia fimbriata,Parnassia fimbriata
Parnassia kotzebuei,Parnassia kotzebuei
Parnassia palustris var. montanensis,Parnassia parviflora
Parnassia parviflora,Parnassia parviflora
Paronychia depressa,Paronychia depressa
Paronychia jamesii,Paronychia jamesii
Paronychia pulvinata,Paronychia pulvinata
Paronychia sessiliflora,Paronychia sessiliflora
Parryella filifolia,Parryella filifolia
Parthenium alpinum,Parthenium alpinum
Parthenium alpinum var. alpinum,Parthenium alpinum
Parthenium alpinum var. tetraneuris,Parthenium tetraneuris
Parthenium ligulatum,Parthenium ligulatum
Parthenocissus quinquefolia,Parthenocissus quinquefolia
Parthenocissus vitacea,Parthenocissus vitacea
Pascopyrum smithii,Pascopyrum smithii
Paspalum dilatatum,Paspalum dilatatum
Paspalum pubiflorum,Paspalum pubiflorum
Paspalum pubiflorum var. glabrum,Paspalum pubiflorum
Paspalum racemosum,Paspalum racemosum
Paspalum setaceum,Paspalum setaceum
Paspalum setaceum var. stramineum,Paspalum setaceum
Pastinaca sativa,Pastinaca sativa
Paxistima myrsinites,Paxistima myrsinites
Pectis angustifolia,Pectis angustifolia var. angustifolia
Pectis angustifolia var. angustifolia,Pectis angustifolia var. angustifolia
Pedicularis bracteosa ssp. paysoniana,Pedicularis bracteosa var. paysoniana
Pedicularis bracteosa var. paysoniana,Pedicularis bracteosa var. paysoniana
Pedicularis canadensis ssp. fluviatilis,Pedicularis canadensis
Pedicularis centranthera,Pedicularis centranthera
Pedicularis crenulata,Pedicularis crenulata
Pedicularis groenlandica,Pedicularis groenlandica
Pedicularis parryi,Pedicularis parryi
Pedicularis procera,Pedicularis procera
Pedicularis racemosa ssp. alba,Pedicularis racemosa ssp. alba
Pedicularis scopulorum,Pedicularis scopulorum 
Pedicularis sudetica ssp. scopulorum,Pedicularis scopulorum 
Pediocactus knowltonii,Pediocactus knowltonii
Pediocactus simpsonii,Pediocactus simpsonii
Pediomelum argophyllum,Pediomelum argophyllum
Pediomelum aromaticum,Pediomelum aromaticum
Pediomelum cuspidatum,Pediomelum cuspidatum
Pediomelum digitatum,Pediomelum digitatum
Pediomelum esculentum,Pediomelum esculentum
Pediomelum hypogaeum,Pediomelum hypogaeum
Pediomelum linearifolium,Pediomelum linearifolium
Pediomelum megalanthum,Pediomelum megalanthum
Peganum harmala,Peganum harmala
Pellaea atropurpurea,Pellaea atropurpurea
Pellaea breweri,Pellaea breweri
Pellaea gastonyi,Pellaea gastonyi
Pellaea glabella,Pellaea glabella
Pellaea glabella ssp. occidentalis,Pellaea glabella ssp. occidentalis
Pellaea glabella ssp. simplex,Pellaea glabella ssp. simplex
Pellaea truncata,Pellaea truncata
Pellaea wrightiana,Pellaea wrightiana
Pennellia longifolia,Pennellia longifolia
Pennellia micrantha,Pennellia micrantha
Pennisetum glaucum,Pennisetum glaucum
Penstemon acaulis var. yampaënsis,Penstemon yampaensis
Penstemon albidus,Penstemon albidus
Penstemon ambiguus,Penstemon ambiguus
Penstemon angustifolius,Penstemon angustifolius
Penstemon angustifolius ssp. angustifolius,Penstemon angustifolius var. angustifolius
Penstemon angustifolius ssp. caudatus,Penstemon angustifolius var. caudatus
Penstemon angustifolius var. angustifolius,Penstemon angustifolius var. angustifolius
Penstemon angustifolius var. caudatus,Penstemon angustifolius var. caudatus
Penstemon arenicola,Penstemon arenicola
Penstemon auriberbis,Penstemon auriberbis
Penstemon barbatus,Penstemon barbatus
Penstemon barbatus ssp. torreyi,Penstemon barbatus ssp. torreyi
Penstemon barbatus ssp. trichander,Penstemon barbatus ssp. trichander
Penstemon brandegeei,Penstemon glaber var. brandegeei
Penstemon brandegei,Penstemon glaber var. brandegeei
Penstemon breviculus,Penstemon breviculus
Penstemon buckleyi,Penstemon buckleyi
Penstemon caespitosus,Penstemon caespitosus
Penstemon cobaea,Penstemon cobaea
Penstemon comarrhenus,Penstemon comarrhenus
Penstemon confertus ssp. procerus,Penstemon procerus var. procerus
Penstemon crandallii,Penstemon crandallii
Penstemon crandallii ssp. crandallii,Penstemon crandallii ssp. crandallii
Penstemon crandallii ssp. glabrescens,Penstemon crandallii var. glabrescens
Penstemon crandallii ssp. procumbens,Penstemon crandallii var. procumbens
Penstemon cyanocaulis,Penstemon cyanocaulis
Penstemon cyathophorus,Penstemon cyathophorus
Penstemon debilis,Penstemon debilis
Penstemon degeneri,Penstemon degeneri
Penstemon eatonii,Penstemon eatonii
Penstemon eatonii ssp. eatonii,Penstemon eatonii ssp. eatonii
Penstemon eatonii ssp. undosus,Penstemon eatonii ssp. undosus
Penstemon eatonii var. undosus,Penstemon eatonii ssp. undosus
Penstemon eriantherus,Penstemon eriantherus var. eriantherus
Penstemon fendleri,Penstemon fendleri
Penstemon fremontii,Penstemon fremontii
Penstemon fremontii var. glabrescens,Penstemon luculentus
Penstemon gibbensii,Penstemon gibbensii
Penstemon glaber,Penstemon glaber
Penstemon glaber var. alpinus,Penstemon glaber var. alpinus
Penstemon glaber var. brandegeei,Penstemon glaber var. brandegeei
Penstemon gracilis,Penstemon gracilis
Penstemon grahamii,Penstemon grahamii
Penstemon grandiflorus,Penstemon grandiflorus
Penstemon griffinii,Penstemon griffinii
Penstemon hallii,Penstemon hallii
Penstemon harbourii,Penstemon harbourii
Penstemon harringtonii,Penstemon harringtonii
Penstemon humilis,Penstemon humilis ssp. humilis
Penstemon humilis ssp. humilis,Penstemon humilis ssp. humilis
Penstemon jamesii,Penstemon jamesii
Penstemon laricifolius ssp. exilifolius,Penstemon laricifolius ssp. exilifolius
Penstemon lentus,Penstemon lentus var. lentus
Penstemon lentus var. lentus,Penstemon lentus var. lentus
Penstemon linarioides,Penstemon linarioides ssp. coloradoensis
Penstemon linarioides ssp. coloradoensis,Penstemon linarioides ssp. coloradoensis
Penstemon mensarum,Penstemon mensarum
Penstemon moffatii,Penstemon moffatii
Penstemon ophianthus,Penstemon ophianthus
Penstemon osterhoutii,Penstemon osterhoutii
Penstemon pachyphyllus,Penstemon mucronatus
Penstemon pachyphyllus var. mucronatus,Penstemon mucronatus
Penstemon palmeri,Penstemon palmeri
Penstemon penlandii,Penstemon penlandii
Penstemon procerus var. procerus,Penstemon procerus var. procerus
Penstemon radicosus,Penstemon radicosus
Penstemon retrorsus,Penstemon retrorsus
Penstemon rostriflorus,Penstemon rostriflorus
Penstemon rydbergii,Penstemon rydbergii
Penstemon saxosorum,Penstemon saxosorum
Penstemon scariosus,Penstemon scariosus var. cyanomontanus
Penstemon scariosus var. albifluvis,Penstemon albifluvis
Penstemon scariosus var. cyanomontanus,Penstemon scariosus var. cyanomontanus
Penstemon secundiflorus,Penstemon secundiflorus
Penstemon strictus,Penstemon strictus
Penstemon strictus ssp. strictiformis,Penstemon strictiformis
Penstemon strictus ssp. strictus,Penstemon strictus
Penstemon teucrioides,Penstemon teucrioides
Penstemon utahensis,Penstemon utahensis
Penstemon versicolor,Penstemon versicolor
Penstemon virens,Penstemon virens
Penstemon virgatus ssp. asa-grayi,Penstemon virgatus var. asa-grayi
Penstemon virgatus var. asa-grayi,Penstemon virgatus var. asa-grayi
Penstemon watsonii,Penstemon watsonii
Penstemon whippleanus,Penstemon whippleanus
Penstemon yampaensis,Penstemon yampaensis
Pentaphylloides floribunda,Dasiphora fruticosa
Peraphyllum ramosissimum,Peraphyllum ramosissimum
Pericome caudata,Pericome caudata
Perideridia gairdneri ssp. borealis,Perideridia gairdneri ssp. borealis
Peritoma lutea,Cleomella lutea 
Peritoma multicaulis,Cleomella multicaulis
Peritoma serrulata,Cleomella serrulata 
Persicaria amphibia,Persicaria amphibia
Persicaria bicornis,Persicaria bicornis
Persicaria hydropiper,Persicaria hydropiper
Persicaria lapathifolia,Persicaria lapathifolia
Persicaria maculata,Persicaria maculosa
Persicaria maculosa,Persicaria maculosa
Persicaria pensylvanica,Persicaria pensylvanica
Persicaria punctata,Persicaria punctata
Persicaria sagittata,Persicaria sagittata
Petasites frigidus var. sagittatus,Petasites frigidus var. sagittatus
Petasites sagittatus,Petasites frigidus var. sagittatus
Petradoria pumila,Petradoria pumila ssp. pumila
Petradoria pumila ssp. pumila,Petradoria pumila ssp. pumila
Petrophyton caespitosum,Petrophyton caespitosum
Petrophytum caespitosum,Petrophyton caespitosum
Phacelia alba,Phacelia alba
Phacelia bakeri,Phacelia bakeri
Phacelia constancei,Phacelia constancei
Phacelia crenulata,Phacelia corrugata
Phacelia crenulata var. corrugata,Phacelia corrugata
Phacelia demissa,Phacelia demissa var. demissa
Phacelia demissa var. demissa,Phacelia demissa var. demissa
Phacelia denticulata,Phacelia denticulata
Phacelia deserta,Phacelia deserta
Phacelia formosula,Phacelia formosula
Phacelia gina-glenneae,Phacelia gina-glenneae
Phacelia glandulosa,Phacelia glandulosa
Phacelia hastata,Phacelia hastata
Phacelia heterophylla,Phacelia heterophylla
Phacelia incana,Phacelia incana
Phacelia integrifolia,Phacelia integrifolia var. integrifolia
Phacelia integrifolia var. integrifolia,Phacelia integrifolia var. integrifolia
Phacelia ivesiana,Phacelia ivesiana
Phacelia scopulina,Phacelia scopulina
Phacelia scopulina var. scopulina,Phacelia scopulina
Phacelia scopulina var. submutica,Phacelia submutica
Phacelia sericea,Phacelia sericea
Phacelia sericea ssp. ciliosa,Phacelia sericea ssp. ciliosa
Phacelia sericea ssp. sericea,Phacelia sericea ssp. sericea
Phacelia splendens,Phacelia splendens
Phacelia submutica,Phacelia submutica
Phalaris arundinacea,Phalaris arundinacea
Phalaris canariensis,Phalaris canariensis
Phalaris caroliniana,Phalaris caroliniana
Phalaris minor,Phalaris minor
Phalaroides arundinacea,Phalaris arundinacea
Phegopteris connectilis,Phegopteris connectilis
Phemeranthus calycinus,Phemeranthus calycinus
Phemeranthus parviflorus,Phemeranthus confertiflorus 
Philadelphus microphyllus,Philadelphus microphyllus
Phippsia algida,Phippsia algida
Phleum alpinum,Phleum alpinum
Phleum commutatum,Phleum alpinum
Phleum pratense,Phleum pratense
Phlox andicola,Phlox andicola
Phlox austromontana,Phlox austromontana
Phlox bryoides,Phlox muscoides
Phlox caryophylla,Phlox caryophylla
Phlox condensata,Phlox condensata
Phlox hoodii,Phlox hoodii
Phlox hoodii ssp. canescens,Phlox hoodii
Phlox kelseyi,Phlox kelseyi
Phlox kelseyi ssp. salina,Phlox kelseyi
Phlox longifolia,Phlox longifolia
Phlox multiflora,Phlox multiflora
Phlox muscoides,Phlox muscoides
Phlox pulvinata,Phlox pulvinata
Phlox sibirica ssp. pulvinata,Phlox pulvinata
Phoradendron juniperinum,Phoradendron juniperinum
Phragmites australis,Phragmites australis
Phyla cuneifolia,Phyla cuneifolia
Phyla lanceolata,Phyla lanceolata
Physalis fendleri,Physalis fendleri 
Physalis foetens var. neomexicana,Physalis neomexicana 
Physalis hederifolia var. comata,Physalis hederifolia
Physalis hederifolia var. cordifolia,Physalis fendleri 
Physalis heterophylla,Physalis heterophylla
Physalis hispida,Physalis hispida
Physalis longifolia,Physalis longifolia
Physalis pumila ssp. hispida,Physalis hispida
Physalis subulata var. neomexicana,Physalis neomexicana 
Physalis virginiana,Physalis virginiana
Physaria acutifolia,Physaria acutifolia
Physaria alpina,Physaria alpina
Physaria arenosa,Physaria arenosa
Physaria arenosa ssp. argillosa,Physaria arenosa
Physaria bellii,Physaria bellii
Physaria brassicoides,Physaria brassicoides
Physaria calcicola,Physaria calcicola
Physaria congesta,Physaria congesta
Physaria fendleri,Physaria fendleri
Physaria floribunda,Physaria floribunda
Physaria ludoviciana,Physaria ludoviciana
Physaria montana,Physaria montana
Physaria obcordata,Physaria obcordata
Physaria osterhoutii,Physaria osterhoutii
Physaria ovalifolia,Physaria ovalifolia
Physaria parviflora,Physaria parviflora
Physaria parvula,Physaria parvula
Physaria pruinosa,Physaria pruinosa
Physaria pulvinata,Physaria pulvinata
Physaria rectipes,Physaria rectipes
Physaria reediana,Physaria reediana
Physaria rollinsii,Physaria rollinsii
Physaria scrotiformis,Physaria scrotiformis
Physaria subumbellata,Physaria subumbellata
Physaria vicina,Physaria vicina
Physaria vitulifera,Physaria vitulifera
Physocarpus alternans,Physocarpus alternans
Physocarpus monogynus,Physocarpus monogynus
Physocarpus opulifolius,Physocarpus intermedius
Picea engelmannii,Picea engelmannii var. engelmannii
Picea engelmannii var. engelmannii,Picea engelmannii var. engelmannii
Picea pungens,Picea pungens
Picradenia helenioides,Hymenoxys helenioides
Picradenia odorata,Hymenoxys odorata
Picradenia richardsonii,Hymenoxys richardsonii
Picradenia richardsonii  var. floribunda,Hymenoxys richardsonii var. floribunda
Picradeniopsis oppositifolia,Picradeniopsis oppositifolia
Picradeniopsis woodhousei,Picradeniopsis woodhousei
Picrothamnus desertorum,Artemisia spinescens
Pilosella aurantiaca,Hieracium aurantiacum
Pinus aristata,Pinus aristata
Pinus contorta ssp. latifolia,Pinus contorta var. latifolia
Pinus contorta var. latifolia,Pinus contorta var. latifolia
